model,variant,segment,scope,neighborhood,horizon,n_obs,RMSE,MAPE,MAE,Corr,MAPE_n,CI_coverage
lstm,post_covid,overall,neighborhood,Agler/Cassidy,4,53,17.362712026732723,81.10201986237794,13.033700603114646,0.4634156500521519,53,92.45283018867924
lstm,post_covid,overall,neighborhood,Bexley,4,53,9.46223632206285,72.09043572493447,7.267943241583148,0.40839311196180333,48,92.45283018867924
lstm,post_covid,overall,neighborhood,Clintonville/Near North,4,53,5.559348643062533,65.2872356899867,4.019730251165903,0.5869412529651385,53,96.22641509433963
lstm,post_covid,overall,neighborhood,Dublin,4,53,3.481260261511029,67.84288054524393,2.597859358120275,0.4041709147876148,52,98.11320754716981
lstm,post_covid,overall,neighborhood,Eastside,4,53,17.486703126815307,66.3880208733708,13.271497553459778,0.44660323480737946,53,92.45283018867924
lstm,post_covid,overall,neighborhood,Far East,4,53,21.825068126422057,41.51183013028034,16.279914385417886,0.4643816143780183,53,94.33962264150944
lstm,post_covid,overall,neighborhood,Far South,4,53,17.643213206981958,42.434977356608535,14.740696256954422,0.6074436796073968,52,94.33962264150944
lstm,post_covid,overall,neighborhood,Far Southeast,4,53,3.489768867889446,86.29004894857549,2.805961143022982,0.23475936791565472,53,100.0
lstm,post_covid,overall,neighborhood,Far Southwest,4,53,10.143309653244339,52.74191951368232,7.842792811440446,0.4296663622559122,53,96.22641509433963
lstm,post_covid,overall,neighborhood,Hilliard,4,53,7.716131213814265,123.47179028406525,6.117454714045872,0.386232774122558,51,96.22641509433963
lstm,post_covid,overall,neighborhood,Linden,4,53,14.58626394962327,52.35055412376569,11.796346220173387,0.43738658506238626,53,94.33962264150944
lstm,post_covid,overall,neighborhood,NE Suburban,4,53,8.64619890729983,58.15019515264618,6.55440255062269,0.4801710108717963,53,98.11320754716981
lstm,post_covid,overall,neighborhood,Northland,4,53,15.180002679536784,41.09965623744169,11.737948629535323,0.43224856147660007,53,94.33962264150944
lstm,post_covid,overall,neighborhood,UA/Grandview,4,53,3.3106683221979027,63.167250127531695,2.1698875744430706,0.3613988778022185,51,96.22641509433963
lstm,post_covid,overall,neighborhood,West,4,53,16.846942701029022,48.871569863585975,14.099581698189285,0.6090211654958579,53,98.11320754716981
lstm,post_covid,overall,neighborhood,Westerville,4,53,8.914850136762865,67.062284843711,6.310310742565444,0.3891599757950226,52,94.33962264150944
lstm,post_covid,overall,neighborhood,Worthington,4,53,8.289279338262078,63.595434779424,5.4388412415000955,0.4846312965971976,53,96.22641509433963
lstm,post_covid,overall,macro,AVERAGE,4,901,11.17317396960284,64.32106494454307,8.593227586785568,0.44858973152674747,889,95.56048834628191
lstm,post_covid,overall,pooled,ALL,4,901,12.515739530738214,64.16446469385812,8.593227586785567,0.7689981149236051,889,95.56048834628191
lstm,post_covid,flu_season,neighborhood,Agler/Cassidy,4,26,20.77746401624683,33.884028458720024,14.32630122197598,0.07521326328464938,26,88.46153846153845
lstm,post_covid,flu_season,neighborhood,Bexley,4,26,11.501367991072124,71.09642610319986,8.72154772909716,0.1350725722741374,26,88.46153846153845
lstm,post_covid,flu_season,neighborhood,Clintonville/Near North,4,26,7.183086683649354,37.018167382736515,5.397511217735991,0.34346844980949215,26,92.3076923076923
lstm,post_covid,flu_season,neighborhood,Dublin,4,26,4.294298969451536,46.551603977741436,3.213261438930005,0.0827879136063143,26,96.15384615384616
lstm,post_covid,flu_season,neighborhood,Eastside,4,26,18.89891310419955,29.76251687469586,13.304453941773865,0.2689607970991259,26,92.3076923076923
lstm,post_covid,flu_season,neighborhood,Far East,4,26,26.86211538940684,28.49907280226556,18.980583725664612,0.1698117199808417,26,88.46153846153845
lstm,post_covid,flu_season,neighborhood,Far South,4,26,19.412244220172916,26.626178244967573,16.095884243758267,0.41467950014816957,26,96.15384615384616
lstm,post_covid,flu_season,neighborhood,Far Southeast,4,26,4.027911753299727,72.30017767684716,3.2606572364743203,-0.005615096203335576,26,100.0
lstm,post_covid,flu_season,neighborhood,Far Southwest,4,26,12.557917741356308,49.079344669546884,9.732437376284047,0.06525993807807658,26,92.3076923076923
lstm,post_covid,flu_season,neighborhood,Hilliard,4,26,8.72164394132743,75.86038599062698,6.824699312383673,0.23283939495120323,25,96.15384615384616
lstm,post_covid,flu_season,neighborhood,Linden,4,26,16.3307102876133,29.457729543942783,12.496961992820323,0.18583350783694547,26,88.46153846153845
lstm,post_covid,flu_season,neighborhood,NE Suburban,4,26,10.18681853804535,37.19999562905228,7.312438909229826,0.259599230537478,26,96.15384615384616
lstm,post_covid,flu_season,neighborhood,Northland,4,26,18.26828899535568,32.238380656373224,13.792030459676445,0.19302563683964652,26,88.46153846153845
lstm,post_covid,flu_season,neighborhood,UA/Grandview,4,26,4.199650480296583,39.50606438336901,2.581267646723169,0.03910343823730891,26,92.3076923076923
lstm,post_covid,flu_season,neighborhood,West,4,26,17.103996628458784,30.174775330145625,13.788009786629434,0.43622031923925914,26,96.15384615384616
lstm,post_covid,flu_season,neighborhood,Westerville,4,26,11.497534143255114,44.51147957374236,8.422489613956818,0.01864855189881284,25,88.46153846153845
lstm,post_covid,flu_season,neighborhood,Worthington,4,26,11.173090862391511,48.29334836465486,7.7927885770817005,0.21134951397304463,26,92.3076923076923
lstm,post_covid,flu_season,macro,AVERAGE,4,442,13.117473749741112,43.06233386250753,9.767254378246802,0.18389756774065708,440,92.53393665158373
lstm,post_covid,flu_season,pooled,ALL,4,442,14.574354617785925,42.98449932196354,9.7672543782468,0.7750153384952978,440,92.53393665158372
